"Nombre","Factor_Escala","Escala","Detalle","Serie","Embalaje","Peso","Precio"
"Gundam Astray Green Frame",3,"1/100","No-Grade","SEED Destiny",6386,491,23.69
"Sword Impulse Gundam",3,"1/100","No-Grade","SEED Destiny",6386,491,21.79
"Gale Strike Gundam",3,"1/100","No-Grade","SEED Destiny",6386,492,23.69
"GN-001 Gundam Exia EXF",3,"1/100","No-Grade","Gundam",6364.8,495,47.38
"MRC-F20 Mobile Sumo",3,"1/100","No-Grade","Turn A Gundam",6638.73,495,23.69
"Vigina-Ghina",3,"1/100","Reborn","Reborn-One Hundred",6428.45,497,30.32
"Duel Gundam Assault Shroud",3,"1/100","No-Grade","Gundam SEED",6944,499,20.85
"MS-06S Char`s Zaku II",3,"1/100","Master Grade","MG Gundam",4774,500,23.69
"Justice Gundam",3,"1/100","No-Grade","Gundam SEED",6820,500,20.85
"Launcher Strike Gundam",3,"1/100","No-Grade","Gundam SEED",7121.71,500,20.85
"Gundam Barbatos",3,"1/100","No-Grade","Iron-Blooded Orphans",6820,501,23.69
"MSN-06S Sinanju",4,"1/144","High Grade","UC",6449.86,502,24.64
"Sinanju Stein",4,"1/144","High Grade","UC",6417.93,502,24.64
"Byarlant Custom",4,"1/144","High Grade","UC",6460.27,504,24.64
"Gundam Astray Mirage Frame",3,"1/100","No-Grade","SEED Destiny",6820,506,23.69
"Regen Duel Gundam",3,"1/100","No-Grade","SEED Destiny",6944,506,23.69
"GN-007 Arios Gundam Designers Color Ver.",3,"1/100","No-Grade","Gundam",7068,508,28.43
"Lunamaria Gunner Zaku Worrier",3,"1/100","No-Grade","SEED Destiny",6978.72,508,21.79
"MSN-06S Sinanju Titanium Finish",4,"1/144","High Grade","UC",6386,509,49.27
"GN-006 Cherudim Gundam Designers Color Ver.",3,"1/100","No-Grade","Gundam",7068,510,28.43
"Schwalbe Graze",3,"1/100","No-Grade","Iron-Blooded Orphans",7415.02,510,28.43
"RX-0 Unicorn Gundam",4,"1/144","Real Grade","Real Grade (RG)",4829.8,511,36.01
"RX-0 Unicorn Gundam [Premium `Unicorn Mode` Box]",4,"1/144","Real Grade","Real Grade (RG)",4829.8,511,36.01
"Saviour Gundam",3,"1/100","No-Grade","SEED Destiny",6944,514,24.64
"Chaos Gundam",3,"1/100","No-Grade","SEED Destiny",7098.89,515,21.79
"Moon Gundam",4,"1/144","High Grade","UC",6324,515,28.43
"Gundam Astray Gold Frame Amatsu Mina",4,"1/144","Real Grade","Real Grade (RG)",5177.86,515,28.43
"MS-05B Zaku I",3,"1/100","Master Grade","MG MSV",5383.56,516,23.69
"MS-06F/J  Zaku II",3,"1/100","Master Grade","MG Gundam",4774,516,23.69
"RGM-79C GM Type C",3,"1/100","Master Grade","MG Gundam",4960,516,23.69
"Tallgeese III",3,"1/100","High Grade","Gundam W Endless Waltz",6344.4,517,19.74
"GF13-017NJ II God Gundam",3,"1/100","Master Grade","MG Other Gundam",5383.56,517,23.69
"Aegis Gundam",3,"1/100","No-Grade","Gundam SEED",6944,518,20.85
"YAMS-132 Rozen Zulu",4,"1/144","High Grade","UC",7130,518,26.53
"Serpent Custom",3,"1/100","High Grade","Gundam W Endless Waltz",6344.4,519,15.79
"MS-05B Zaku I",3,"1/100","Master Grade","MG MSV",5383.56,520,23.69
"MS-07B Gouf",3,"1/100","Master Grade","MG Gundam",6617.52,521,26.53
"Unicorn Gundam 03 Phenex",4,"1/144","High Grade","UC",6449.86,521,47.38
"GF13-021NG Gundam Spiegel",3,"1/100","Master Grade","MG Other Gundam",5518.24,522,23.69
"XXXG-01S Shenlong Gundam EW Ver.",3,"1/100","Master Grade","MG Gundam W",7028.6,522,36.01
"G-Armor",4,"1/144","High Grade","UC",7161,522,26.53
"Gundam Astray Mirage Frame Second Issue",3,"1/100","No-Grade","SEED Destiny",7184.74,523,23.69
"GN-0000 00 Gundam",3,"1/100","No-Grade","Gundam",5580,524,26.53
"GN-003 Gundam Kyrios",3,"1/100","No-Grade","Gundam",7006,524,24.64
"GN-006 Cherudim Gundam",3,"1/100","No-Grade","Gundam",6988.8,524,24.64
"GN-007 Arios Gundam",3,"1/100","No-Grade","Gundam",7006,524,24.64
"GNY-001 Gundam Astraea",3,"1/100","No-Grade","Gundam",7006,524,26.53
"GNY-001F Gundam Astraea Type-F",3,"1/100","No-Grade","Gundam",6944,524,26.53
"Destiny Gundam",3,"1/100","No-Grade","SEED Destiny",8060,525,24.64
"Legend Gundam",3,"1/100","No-Grade","SEED Destiny",7006,526,24.64
"ReZEL Type-C",4,"1/144","High Grade","UC",6345.02,526,24.64
"Providence Gundam",3,"1/100","No-Grade","Gundam SEED",6386,527,23.69
"ORX-005 Gaplant",4,"1/144","High Grade","UC",6820,528,20.85
"GF13-017NJ Shining Gundam",3,"1/100","Master Grade","MG Other Gundam",5084,529,23.69
"MS-05B Zaku I",3,"1/100","Master Grade","MG Gundam",5518.24,529,23.69
"MS-06F/J Zaku II",3,"1/100","Master Grade","MG Gundam",6617.52,529,26.53
"MSA-003 Nemo",3,"1/100","Master Grade","MG Z Gundam",6200,529,26.53
"RX-78 GP01 GUNDAM GP01 ZEPHYRANTHES",3,"1/100","Master Grade","MG Gundam",5518.24,529,23.69
"Freedom Gundam",3,"1/100","No-Grade","Gundam SEED",7040,529,20.85
"*Bargain Item* Byarlant",4,"1/144","High Grade","UC",7023.74,529,24.64
"RGM-79C GM Type C",3,"1/100","Master Grade","MG Gundam",4960,530,23.69
"PMX-03 THE O",4,"1/144","High Grade","UC",6944,530,22.74
"XM-X1 Crossbone Gundam X1 Ver.Ka",3,"1/100","Master Grade","MG Other Gundam",7006,531,33.16
"MSN-001X Gundam Delta Kai",4,"1/144","High Grade","UC",7098.89,531,24.64
"RGM-79Q GM Quel",3,"1/100","Master Grade","MG Gundam",6200,533,28.43
"Z Gundam",3,"1/100","No-Grade","Z Gundam",7101.92,534,15.79
"Van Saviour Gundam",3,"1/100","No-Grade","SEED Destiny",6617.52,535,26.53
"Rozen Zulu",4,"1/144","High Grade","UC",7247.76,537,26.53
"RX-78-2 Gundam Ver. O.Y.W 0079 Animetion Color",3,"1/100","Master Grade","MG Gundam",6944,540,30.32
"GN-0000+GNR-010 00 Raiser",4,"1/144","Real Grade","Real Grade (RG)",5049.09,540,28.43
"Strike Freedom Gundam",3,"1/100","No-Grade","SEED Destiny",8060,541,20.53
"Master Gundam & Fuunsaiki",4,"1/144","High Grade","FC",6386,542,24.64
"Nu Gundam",4,"1/144","High Grade","UC",7130,542,26.53
"XXXG-01D Gundam Deathscythe EW Ver.",3,"1/100","Master Grade","MG Gundam W",7006,543,36.01
"Full Armor Unicorn Gundam",4,"1/144","High Grade","UC",6944,543,28.43
"Zaku II + Big Gun",4,"1/144","High Grade","(Gundam Thunderbolt)",6162.64,544,36.01
"Nix Providence Gundam",3,"1/100","No-Grade","SEED Destiny",5518.24,546,23.69
"Gundam Mk-III",3,"1/100","Reborn","Reborn-One Hundred",7224.53,547,33.16
"MS-06R-2 Johnny Ridden`s Zaku II",4,"1/144","Real Grade","Real Grade (RG)",5600.09,550,28.43
"RX-78-3 Gundam + MS-09RS Rick Dom Char`s Custom Set",4,"1/144","High Grade","UC",7006,551,23.69
"MSA-0011`Ext` Ex-S Gundam",4,"1/144","High Grade","UC",6200,552,23.69
"MSN-10 Zock",4,"1/144","High Grade","UC",8184,552,23.69
"RGZ-91 Re-GZ",4,"1/144","High Grade","UC",6944,552,26.53
"RX-93 Nu Gundam",4,"1/144","High Grade","UC",5766,552,23.69
"Sazabi",4,"1/144","High Grade","UC",7006,552,26.53
"Blaze Zaku Phantom Heine Use",3,"1/100","No-Grade","SEED Destiny",6944,555,24.64
"MSZ-006 Z Gundam",4,"1/144","Real Grade","Real Grade (RG)",5660.3,556,28.43
"Blaze Zaku Phantom",3,"1/100","No-Grade","SEED Destiny",6770.4,560,24.64
"Gundam AGE-1 Normal",3,"1/100","Master Grade","MG Gundam AGE",7063.74,561,33.16
"RX-78-2 Gundam",3,"1/100","Master Grade","MG Gundam",7068,561,30.32
"Gundam Tryon 3",4,"1/144","High Grade","Build Fighters",6341.44,561,26.53
"Zaku II + Big Gun",4,"1/144","High Grade","(Gundam Thunderbolt)",6385.74,561,36.01
"MS-06R-1 Zaku II",3,"1/100","Master Grade","MG MSV",6523.61,562,26.53
"Sazabi Metallic Coating Ver.",4,"1/144","High Grade","UC",8370,562,52.11
"Unicorn Gundam",4,"1/144","Real Grade","Real Grade (RG)",5301,563,37.9
"Infinite Justice Gundam",3,"1/100","No-Grade","SEED Destiny",8060,565,24.64
"Gundam AGE-1 Titus",3,"1/100","Master Grade","MG Gundam AGE",8188.94,566,33.16
"Gundam F91",3,"1/100","Master Grade","MG Other Gundam",6820,570,30.32
"MS-06R-2 Zaku II",3,"1/100","Master Grade","MG MSV",6617.52,570,26.53
"ZZ Gundam",3,"1/100","No-Grade","Gundam ZZ",7190.58,570,17.37
"GX-9900 Gundam X",3,"1/100","Master Grade","MG Gundam X",7247.76,573,36.01
"PMX-000 Messala",4,"1/144","High Grade","UC",7126.25,573,28.43
"ORX-005 Gaplant TR-5",4,"1/144","High Grade","UC",6944,576,22.74
"Gundam Vidar",3,"1/100","No-Grade","Iron-Blooded Orphans Full Mechanics",8370,578,28.43
"MS-07B Gouf",3,"1/100","Master Grade","MG Gundam",6200,580,26.53
"Gundam F-90",3,"1/100","No-Grade","Gundam F",7190.58,582,19.74
"Nebra Blitz Gundam",3,"1/100","No-Grade","SEED Destiny",7220.3,582,26.53
"RGM-79 GM Ver.2.0",3,"1/100","Master Grade","MG Gundam",7006,583,33.16
"Gundam Sandrock EW",3,"1/100","Master Grade","MG Gundam W",7006,586,36.01
"High Mobility Type Zaku II `Psycho Zaku`",4,"1/144","High Grade","(Gundam Thunderbolt)",6341.44,588,25.58
"LM312V04 V Gundam Ver.Ka",3,"1/100","Master Grade","MG V Gundam",7011.2,590,36.01
"XXXG-01W Wing Gundam",3,"1/100","Master Grade","MG Gundam W",7130,591,37.9
"High Mobility Type Zaku II `Psycho Zaku`",4,"1/144","High Grade","(Gundam Thunderbolt)",6588.29,591,25.58
"Gundam GP04 Gerbera",3,"1/100","Reborn","Reborn-One Hundred",7161.71,592,33.16
"Force Impulse Gundam + Sword Silhouette Extra Finish",3,"1/100","No-Grade","SEED Destiny",13284.97,593,56.85
"RX-0 [N] Unicorn Gundam 02 Banshee Norn",4,"1/144","Real Grade","Real Grade (RG)",5301,593,37.9
"RX-0 [N] Unicorn Gundam 02 Banshee Norn [Premium `Unicorn Mode` Box]",4,"1/144","Real Grade","Real Grade (RG)",5536.6,594,37.9
"GM Sniper II",3,"1/100","Master Grade","MG Other Gundam",7201.3,595,36.01
"GN-001 Gundam Exia",3,"1/100","Master Grade","MG Gundam",6820,595,36.01
"MS-06F-2 Zaku II Type F2",3,"1/100","Master Grade","MG Gundam",6820,595,28.43
"RX-77-2 Gun Cannon",3,"1/100","Master Grade","MG Gundam",6820,595,28.43
"Gundam Astray Blue Frame 2nd L",3,"1/100","No-Grade","Gundam SEED",6386,596,23.69
"RX-178 Gundam Mk-II",3,"1/100","Master Grade","MG Z Gundam",6386,600,26.53
"Mobile Armor Hashmal",4,"1/144","High Grade","Iron-Blooded Orphans",8412.69,605,36.01
"XXXG-01W Wing Gundam EW Ver.",3,"1/100","Master Grade","MG Gundam W",7028.6,606,33.16
"RX-178 Gundam Mk-II",3,"1/100","Master Grade","MG Z Gundam",6386,610,26.53
"AMX-107 Bawoo",3,"1/100","Reborn","Reborn-One Hundred",8508.24,611,33.16
"MS-06F-2 Zaku II Type F2",3,"1/100","Master Grade","MG Gundam",6820,612,28.43
"MS-07B-3 Gouf Custom",3,"1/100","Master Grade","MG Other Gundam",6200,612,28.43
"MSM-07S Char`s Z`Gok",3,"1/100","Master Grade","MG Gundam",9820.8,612,28.43
"MSZ-006A1 Zeta Plus Test Color Type",3,"1/100","Master Grade","MG Other Gundam",6820,612,28.43
"RGM-79",3,"1/100","Master Grade","MG Other Gundam",6944,612,28.43
"RGM-79N GM Custom",3,"1/100","Master Grade","MG Gundam",6200,612,28.43
"RMS-106 Hi-Zack",3,"1/100","Master Grade","MG Z Gundam",6882,612,28.43
"RX-78-2 Gundam Ver.Ka",3,"1/100","Master Grade","MG Gundam",6820,612,30.32
"RX-78NT1 Gundam NT-1",3,"1/100","Master Grade","MG Other Gundam",6200,612,28.43
"RX-79",3,"1/100","Master Grade","MG Other Gundam",6200,612,28.43
"MSJ-06II-A Tieren Ground Type",3,"1/100","No-Grade","Gundam",7006,613,26.53
"Dijeh",3,"1/100","Reborn","Reborn-One Hundred",8634.6,613,33.16
"Gundam Operation V Set",4,"1/144","High Grade","UC",7028.6,613,24.64
"GM Command",3,"1/100","Master Grade","MG Other Gundam",6988.8,614,33.16
"Gundam Bael",3,"1/100","No-Grade","Iron-Blooded Orphans Full Mechanics",8374.61,614,30.32
"GF13-001NH II Master Gundam",3,"1/100","Master Grade","MG Other Gundam",6200,615,26.53
"Gundam Astray Goldframe Amatsu",3,"1/100","No-Grade","SEED Destiny",8308,615,36.01
"Guncannon Detector",3,"1/100","Reborn","Reborn-One Hundred",8184,615,37.9
"Gundam Heavyarms EW",3,"1/100","Master Grade","MG Gundam W",6944,616,36.01
"RX-78-4 Gundam G04",3,"1/100","Master Grade","MG Other Gundam",6386,617,26.53
"RX-78-2 Gundam",3,"1/100","Master Grade","MG Gundam",6200,620,28.43
"Gundam Barbatos Lupus",3,"1/100","No-Grade","Iron-Blooded Orphans Full Mechanics",8508.24,620,28.43
"Efreet Custom",3,"1/100","Reborn","Reborn-One Hundred",8287.23,620,33.16
"WD-M01 Turn A Gundam",3,"1/100","Master Grade","MG Other Gundam",8552.41,623,36.01
"MS-06R-1A Zaku II",3,"1/100","Master Grade","MG MSV",6820,625,28.43
"Gundam Barbatos Lupus Rex",3,"1/100","No-Grade","Iron-Blooded Orphans Full Mechanics",8374.61,631,30.32
"RX-78-5 Gundam G05",3,"1/100","Master Grade","MG Other Gundam",6386,636,26.53
"Graze Custom",3,"1/100","No-Grade","Iron-Blooded Orphans",8292.5,636,28.43
"Gundam VS Zaku II",4,"1/144","High Grade","Gundam The th MS Team",3546,636,14.21
"Gundam AGE-2 Normal",3,"1/100","Master Grade","MG Gundam AGE",8466.12,638,39.8
"OZ-00MS Tallgeese I",3,"1/100","Master Grade","MG Gundam W",8370,638,36.01
"RX-78/C.A. Char`s Gundam",3,"1/100","Master Grade","MG MSV",6820,640,28.43
"Gundam AGE-2 Dark Hound",3,"1/100","Master Grade","MG Gundam AGE",8328.46,643,39.8
"*w/Premium Decal V2 Gundam Ver.Ka",3,"1/100","Master Grade","MG V Gundam",8328.46,645,42.64
"GAT-X207 Blitz Gundam",3,"1/100","Master Grade","MG Gundam SEED",8539.44,645,37.9
"V2 Gundam Ver.Ka",3,"1/100","Master Grade","MG V Gundam",8328.46,645,42.64
"MS-06F ZakuII Ver.2.0",3,"1/100","Master Grade","MG Gundam",8246,647,33.16
"GN-001/hs-A01 Gundam Avalanche Exia",3,"1/100","No-Grade","Gundam",8184,649,30.32
"GAT-X103 Buster Gundam",3,"1/100","Master Grade","MG Gundam SEED",8561.28,650,37.9
"MS-06J Zaku II Ver.2.0 White Ogre",3,"1/100","Master Grade","MG Other Gundam",8287.23,653,33.16
"MSN-06S Sinanju",4,"1/144","Real Grade","Real Grade (RG)",7247.76,655,36.01
"RX-79",3,"1/100","Master Grade","MG Other Gundam",7283.64,656,28.43
"RX-78 GP01Fb Gundam GP01 Full Vernian",3,"1/100","Master Grade","MG Gundam",8184,665,28.43
"Full Armor Unicorn Gundam",4,"1/144","High Grade","UC",8246,665,30.32
"RX-78-3 G-3 Gundam Ver.2.0",3,"1/100","Master Grade","MG MSV",8370,667,39.8
"RGM-96X Jesta",3,"1/100","Master Grade","MG Gundam UC",8508.24,668,37.9
"Zaku Worrier Blaze/Gunner",3,"1/100","No-Grade","SEED Destiny",8864.16,670,28.43
"Gundam Barbatos 6th Form",3,"1/100","No-Grade","Iron-Blooded Orphans",8184,673,28.43
"MS-14S Gelgoog",3,"1/100","Master Grade","MG Gundam",9992.66,678,28.43
"GNX-603T GN-X",3,"1/100","Master Grade","MG Gundam",8577.77,682,34.11
"MSN-001A1 Delta Plus",3,"1/100","Master Grade","MG Gundam UC",8263.36,685,42.64
"GN-001 Gundam Exia Trans-AM Mode",3,"1/100","Master Grade","MG Gundam",10359.05,696,54.96
"GNT-0000 00 QAN[T]",3,"1/100","Master Grade","MG Gundam",8246,700,42.64
"MSM-07 Z`Gok",3,"1/100","Master Grade","MG Gundam",8864.16,705,28.43
"Full Armor Unicorn Gundam",4,"1/144","High Grade","UC",8060,708,32.22
"GM Sniper Custom",3,"1/100","Master Grade","MG MSV",8340.7,711,37.9
"RX-78-2 Gundam Ver.2.0 Titanium Finish",3,"1/100","Master Grade","MG Gundam",8370,719,75.8
"Full Armor Unicorn Gundam",4,"1/144","Real Grade","Real Grade (RG)",9672,720,51.17
"Gundam Double X",3,"1/100","Master Grade","MG Gundam X",8445.22,721,42.64
"RX-78-02 Gundam",3,"1/100","Master Grade","MG The Origin",10395.84,725,42.64
"Hyaku Shiki Ver.2.0",3,"1/100","Master Grade","MG Z Gundam",10273.54,729,64.43
"Wing Gundam Proto Zero EW",3,"1/100","Master Grade","MG Gundam W",10306.46,730,45.48
"MS-07B Gouf Ver.2.0",3,"1/100","Master Grade","MG Gundam",8494,731,36.01
"MSZ-006 Zeta Gundam",3,"1/100","Master Grade","MG Z Gundam",9992.66,732,28.43
"MS-06F/J Zaku II",3,"1/100","Master Grade","MG Gundam",8813.61,735,33.16
"MS-06J Zaku II Ver.2.0",3,"1/100","Master Grade","MG Gundam",8813.61,735,33.16
"MS-06S Char`s Zaku II",3,"1/100","Master Grade","MG Gundam",8813.61,735,33.16
"MS-06S Char`s Zaku II Ver.2.0",3,"1/100","Master Grade","MG Gundam",8184,735,33.16
"MS-14A Gelgoog",3,"1/100","Master Grade","MG Gundam",8813.61,735,33.16
"RGM-79",3,"1/100","Master Grade","MG Other Gundam",8813.61,735,33.16
"RMS-099 Rick Dias",3,"1/100","Master Grade","MG Z Gundam",8813.61,735,33.16
"RX-178  Mk-II Ver.2.0 Titans",3,"1/100","Master Grade","MG Z Gundam",8813.61,735,33.16
"RX-78 GP03S Gundam GP03 STAMEN",3,"1/100","Master Grade","MG Gundam",8813.61,735,33.16
"RX-78-2 Gundam",3,"1/100","Master Grade","MG Gundam",8813.61,735,33.16
"XXXG-01W Wing Gundam Ver.Ka",3,"1/100","Master Grade","MG Gundam W",8844.22,735,33.16
"YMS-15 Gyan",3,"1/100","Master Grade","MG Gundam",8872.66,735,34.11
"Gunperry",4,"1/144","EX","EX Model",8556,736,61.59
"Jegan",3,"1/100","Master Grade","MG Char`s Counter Attack",9672,738,37.9
"Gundam F91 Ver.2.0",3,"1/100","Master Grade","MG Other Gundam",10155.6,743,37.9
"MS-14B/C Gelgoog Cannon",3,"1/100","Master Grade","MG MSV",9992.66,747,28.43
"Gundam Kimaris",3,"1/100","No-Grade","Iron-Blooded Orphans",10099.44,750,28.43
"Gundam Deathscythe-Hell EW Ver.",3,"1/100","Master Grade","MG Gundam W",10086.16,752,42.64
"Gundam Kimaris Trooper",3,"1/100","No-Grade","Iron-Blooded Orphans",10209.75,758,28.43
"RMS-108 Marasai",3,"1/100","Master Grade","MG Z Gundam",10067.07,762,37.9
"RX-78-02 Gundam",3,"1/100","Master Grade","MG The Origin",10455.77,765,53.06
"GN-001 Gundam Exia Ignition Mode",3,"1/100","Master Grade","MG Gundam",10040.9,767,61.59
"MS-14A Gelgoog",3,"1/100","Master Grade","MG Gundam",9992.66,771,28.43
"Gundam Bael w/Initial Release Bonus Item",3,"1/100","No-Grade","Iron-Blooded Orphans Full Mechanics",9897.06,778,30.32
"Nu Gundam Fin-Fannel Equipment Type",3,"1/100","No-Grade","Char`s Counter Attack",8060,778,19.74
"00 Raiser",3,"1/100","No-Grade","Gundam",11243.7,780,47.38
"GAT-X102 Duel Gundam Assault Shroud",3,"1/100","Master Grade","MG Gundam SEED",10151.23,783,39.8
"Sengoku Astray Gundam",3,"1/100","Master Grade","MG Build Fighters",11678.16,785,47.38
"RX-78-2 Gundam Ver.3.0",3,"1/100","Master Grade","MG Gundam",10395.84,788,42.64
"Gundam Barbatos Lupus Rex w/Initial Release Bonus Item",3,"1/100","No-Grade","Iron-Blooded Orphans Full Mechanics",9754.15,788,30.32
"GAT-X303 Aegis Gundam",3,"1/100","Master Grade","MG Gundam SEED",10522.58,791,45.48
"YMT-05 Hildolfr",4,"1/144","EX","EX Model",11474.58,799,64.43
"MSZ-006C1 Zeta Plus C1",3,"1/100","Master Grade","MG Other Gundam",9982.5,800,28.43
"XXXG-00W0 Wing Gundam Zero Custom",3,"1/100","Master Grade","MG Gundam W",9504,805,36.01
"MBF-02 Strike Rouge",3,"1/100","Master Grade","MG Gundam SEED",11522.55,806,37.9
"MS-09 Dom",3,"1/100","Master Grade","MG Gundam",11522.55,806,37.9
"MS-09R Rick Dom",3,"1/100","Master Grade","MG Gundam",11522.55,806,37.9
"MS-18E Kampfer",3,"1/100","Master Grade","MG Other Gundam",11522.55,806,37.9
"MSZ-010 ZZ Gundam",3,"1/100","Master Grade","MG ZZ Gundam",11522.55,806,37.9
"RGZ-91 Re-GZ",3,"1/100","Master Grade","MG Char`s Counter Attack",11522.55,806,37.9
"RX-178  Mk-II Ver.2.0 Titans Limited Ver.",3,"1/100","Master Grade","MG Z Gundam",11522.55,806,37.9
"RX-178 Gundam Mk-II Ver.2.0 A.E.U.G. Limited Ver.",3,"1/100","Master Grade","MG Z Gundam",11522.55,806,37.9
"RX-178 Gundam Mk-II Ver.2.0 A.E.U.G. Ver.",3,"1/100","Master Grade","MG Z Gundam",11522.55,806,37.9
"RX-78-2 Gundam Ver.2.0",3,"1/100","Master Grade","MG Gundam",8472.28,806,39.8
"GAT-X105E Strike Noir Gundam",3,"1/100","Master Grade","MG Gundam SEED",10395.84,812,42.64
"GF13-017NJ II  Hyper Mode God Gundam",3,"1/100","Master Grade","MG Other Gundam",6200,812,42.64
"Hyaku Shiki HD Color",3,"1/100","Master Grade","MG Z Gundam",6944,812,45.48
"MS-06F Zaku Mine Layer",3,"1/100","Master Grade","MG MSV",10395.84,812,42.64
"MS-06K Zaku Cannon",3,"1/100","Master Grade","MG MSV",11681.28,812,42.64
"MS-06R High Mobility Type Zaku II",3,"1/100","Master Grade","MG MSV",10395.84,812,42.64
"MSN-100 Hyaku Shiki",3,"1/100","Master Grade","MG Z Gundam",7130,812,42.64
"ZGMF-X42S Destiny Gundam",3,"1/100","Master Grade","MG Gundam SEED",11514.95,812,45.48
"RGZ-95 ReZEL",3,"1/100","Master Grade","MG Gundam UC",10086.16,814,45.48
"Musha Gundam Mk-II",3,"1/100","Master Grade","MG Other Gundam",11787.44,816,56.85
"Sword Impulse Gundam",3,"1/100","Master Grade","MG Gundam SEED",11778.82,823,42.64
"High-Resolution Model Gundam Barbatos",3,"1/100","High Resolution","High-Resolution Model",10028.93,826,151.61
"GN-0000 + GNR-010 00RAISER",3,"1/100","No-Grade","Gundam",10209.75,827,47.38
"Gundam Amazing Red Warrior",3,"1/100","Master Grade","MG Build Fighters",11496.58,828,45.48
"*Primary Production Sazabi",4,"1/144","Real Grade","Real Grade (RG)",9672,830,42.64
"*Secondary Production Sazabi",4,"1/144","Real Grade","Real Grade (RG)",9672,830,42.64
"Amphibian Mobile Suit Set",4,"1/144","High Grade","UC",5660.3,832,28.43
"Gundam AGE-2 Double Bullet",3,"1/100","Master Grade","MG Gundam AGE",11589.24,833,39.8
"GN-008 Seravee Gundam",3,"1/100","No-Grade","Gundam",11485.5,834,34.11
"G Falcon Unit Gundam Double X",3,"1/100","No-Grade","Gundam X",11670.28,835,23.69
"Gundam Barbatos & Long Distance Transport Booster Kutan San Model",4,"1/144","High Grade","Iron-Blooded Orphans",11401.26,837,47.38
"GN-008 Seravee Gundam Designers Color Ver.",3,"1/100","No-Grade","Gundam",11366.74,839,39.8
"XM-X1 Crossbone Gundam X1 Full Cloth",3,"1/100","Master Grade","MG Other Gundam",11485.5,840,42.64
"GN-004 Gundam Virtue",3,"1/100","No-Grade","Gundam",11485.5,842,37.9
"FA-78-1 Full Armor Gundam",3,"1/100","Master Grade","MG MSV",11001.9,843,47.38
"MSN-00100 Hyaku Shiki + Ballute System",3,"1/100","Master Grade","MG Z Gundam",11931.87,846,37.9
"Akatsuki Gundam",3,"1/100","No-Grade","SEED Destiny",9990.06,846,61.59
"Gundam Astray Blue Frame Second Revise",3,"1/100","Master Grade","MG Gundam SEED",11485.5,849,45.48
"MS-06R-1A Zaku Ver.2.0 Shin Matsunaga Custom",3,"1/100","Master Grade","MG MSV",11618.88,850,42.64
"ZGMF-X56S Force Impulse Gundam",3,"1/100","Master Grade","MG Gundam SEED",11514.95,852,42.64
"ZGMF-X19A Infinite Justice Gundam",3,"1/100","Master Grade","MG Gundam SEED",11514.95,853,47.38
"MS-06S Zaku",3,"1/100","Master Grade","MG MSV",11618.88,859,42.64
"MS-09 Dom",3,"1/100","Master Grade","MG Gundam",13599.85,860,37.9
"OZ-13MS Gundam Epyon",3,"1/100","Master Grade","MG Gundam W",10306.46,861,45.48
"Gryphios War set",4,"1/144","High Grade","UC",11581.64,864,39.8
"GAT-X105 Strike Gundam IWSP",3,"1/100","Master Grade","MG Gundam SEED",11618.88,868,39.8
"RX-75 Guntank",3,"1/100","Master Grade","MG Gundam",11626.39,868,45.48
"PF-78-1 Perfect Gundam",3,"1/100","Master Grade","MG Other Gundam",11931.87,872,37.9
"NZ-666 Kshatriya",4,"1/144","High Grade","UC",13333.1,878,42.64
"ZGMF-X10A Freedom Gundam",3,"1/100","Master Grade","MG Gundam SEED",13327.42,879,36.01
"00 QAN[T] Full Saber",3,"1/100","Master Grade","MG Gundam",11485.5,880,52.11
"GN-0000/7S 00 Gundam Seven Sword/G",3,"1/100","Master Grade","MG Gundam",10273.54,881,52.11
"MBF-02+EW454F Strike Rouge Otori Equipment Ver.RM",3,"1/100","Master Grade","MG Gundam SEED",11552.1,883,39.8
"Gundam G-Self",4,"1/144","High Grade","Reconguista in G",11808.86,888,36.01
"Gundam Astray Blue Frame D",3,"1/100","Master Grade","MG Gundam SEED",13057.2,892,45.48
"Qubeley Mk-II",3,"1/100","Master Grade","MG ZZ Gundam",11931.87,895,37.9
"RGZ-95C ReZEL Commander",3,"1/100","Master Grade","MG Gundam UC",11243.7,895,47.38
"AMS-119 Geara Doga",3,"1/100","Master Grade","MG Char`s Counter Attack",11596.65,904,45.48
"Gundam Astray Red Frame Kai",3,"1/100","Master Grade","MG Gundam SEED",11485.5,911,47.38
"Build Gundam Mk-II",3,"1/100","Master Grade","MG Build Fighters",11001.9,915,47.38
"Build Strike Gundam Full Package",3,"1/100","Master Grade","MG Build Fighters",11001.9,916,39.8
"MSM-03 Gogg",3,"1/100","Master Grade","MG Gundam",13556.4,921,33.16
"ZGMF-X20A Strike Freedom Gundam",3,"1/100","Master Grade","MG Gundam SEED",13970.76,923,45.48
"RX-0 Unicorn Gundam Ver.Ka Titanium Finish",3,"1/100","Master Grade","MG Gundam UC",19091.36,924,75.8
"RX-0 Unicorn Gundam",3,"1/100","Master Grade","MG Gundam UC",11243.7,925,47.38
"AMX-103 Hamma-Hamma",3,"1/100","Reborn","Reborn-One Hundred",11592.27,926,42.64
"RMS-099 Rick Dias",3,"1/100","Master Grade","MG Z Gundam",11695.68,930,34.11
"GAT-X105 Launcher & Sword Strike Gundam",3,"1/100","Master Grade","MG Gundam SEED",11243.7,931,47.38
