"Nombre","Escala","Detalle","Serie","Embalaje","Peso","Precio"
"1155","Gundam F91","1/100","Master Grade","MG Other Gundam",6820,570,30.32
"1168","RX-77-2 Gun Cannon","1/100","Master Grade","MG Gundam",6820,595,28.43
"1176","MS-06F-2 Zaku II Type F2","1/100","Master Grade","MG Gundam",6820,612,28.43
"1177","MS-06F-2 Zaku II Type F2","1/100","Master Grade","MG Gundam",6820,595,28.43
"1179","RX-78/C.A. Char`s Gundam","1/100","Master Grade","MG MSV",6820,640,28.43
"1185","MSZ-006A1 Zeta Plus Test Color Type","1/100","Master Grade","MG Other Gundam",6820,612,28.43
"1225","Gundam Barbatos","1/100","No-Grade","Iron-Blooded Orphans",6820,501,23.69
"1244","Gundam Astray Mirage Frame","1/100","No-Grade","SEED Destiny",6820,506,23.69
"1257","Sword Strike Gundam","1/100","No-Grade","Gundam SEED",6820,489,20.85
"1258","Justice Gundam","1/100","No-Grade","Gundam SEED",6820,500,20.85
"1265","Force Impulse Gundam","1/100","No-Grade","SEED Destiny",6820,446,20.85
"1190","RMS-106 Hi-Zack","1/100","Master Grade","MG Z Gundam",6882,612,28.43
"104","Full Armor Unicorn Gundam","1/144","High Grade","UC",6944,543,28.43
"109","RGZ-91 Re-GZ","1/144","High Grade","UC",6944,552,26.53
"164","PMX-03 THE O","1/144","High Grade","UC",6944,530,22.74
"165","ORX-005 Gaplant TR-5","1/144","High Grade","UC",6944,576,22.74
"1035","Hyaku Shiki HD Color","1/100","Master Grade","MG Z Gundam",6944,812,45.48
"1106","Gundam Heavyarms EW","1/100","Master Grade","MG Gundam W",6944,616,36.01
"1153","RX-78-2 Gundam Ver. O.Y.W 0079 Animetion Color","1/100","Master Grade","MG Gundam",6944,540,30.32
"1186","RGM-79","1/100","Master Grade","MG Other Gundam",6944,612,28.43
"1187","Gundam F91 Harrison Martin Custom","1/100","Master Grade","MG Other Gundam",6944,490,28.43
"1194","GNY-001F Gundam Astraea Type-F","1/100","No-Grade","Gundam",6944,524,26.53
"1216","Blaze Zaku Phantom Heine Use","1/100","No-Grade","SEED Destiny",6944,555,24.64
"1217","Saviour Gundam","1/100","No-Grade","SEED Destiny",6944,514,24.64
"1245","Regen Duel Gundam","1/100","No-Grade","SEED Destiny",6944,506,23.69
"1259","Aegis Gundam","1/100","No-Grade","Gundam SEED",6944,518,20.85
"1260","Duel Gundam Assault Shroud","1/100","No-Grade","Gundam SEED",6944,499,20.85
"1253","Lunamaria Gunner Zaku Worrier","1/100","No-Grade","SEED Destiny",6978.72,508,21.79
"1136","GM Command","1/100","Master Grade","MG Other Gundam",6988.8,614,33.16
"1212","GN-006 Cherudim Gundam","1/100","No-Grade","Gundam",6988.8,524,24.64
"91","Miss Sazabi","1/144","High Grade","Build Fighters",7006,485,28.43
"110","Sazabi","1/144","High Grade","UC",7006,552,26.53
"151","RX-78-3 Gundam + MS-09RS Rick Dom Char`s Custom Set","1/144","High Grade","UC",7006,551,23.69
"1107","Gundam Sandrock EW","1/100","Master Grade","MG Gundam W",7006,586,36.01
"1108","XXXG-01D Gundam Deathscythe EW Ver.","1/100","Master Grade","MG Gundam W",7006,543,36.01
"1121","RGM-79 GM Ver.2.0","1/100","Master Grade","MG Gundam",7006,583,33.16
"1137","XM-X1 Crossbone Gundam X1 Ver.Ka","1/100","Master Grade","MG Other Gundam",7006,531,33.16
"1195","GNY-001 Gundam Astraea","1/100","No-Grade","Gundam",7006,524,26.53
"1196","MSJ-06II-A Tieren Ground Type","1/100","No-Grade","Gundam",7006,613,26.53
"1213","GN-003 Gundam Kyrios","1/100","No-Grade","Gundam",7006,524,24.64
"1214","GN-007 Arios Gundam","1/100","No-Grade","Gundam",7006,524,24.64
"1218","Legend Gundam","1/100","No-Grade","SEED Destiny",7006,526,24.64
"1115","LM312V04 V Gundam Ver.Ka","1/100","Master Grade","MG V Gundam",7011.2,590,36.01
"127","*Bargain Item* Byarlant","1/144","High Grade","UC",7023.74,529,24.64
"121","Gundam Operation V Set","1/144","High Grade","UC",7028.6,613,24.64
"1109","XXXG-01S Shenlong Gundam EW Ver.","1/100","Master Grade","MG Gundam W",7028.6,522,36.01
"1134","XXXG-01W Wing Gundam EW Ver.","1/100","Master Grade","MG Gundam W",7028.6,606,33.16
"1261","Freedom Gundam","1/100","No-Grade","Gundam SEED",7040,529,20.85
"1131","Gundam AGE-1 Spallow","1/100","Master Grade","MG Gundam AGE",7041.03,479,33.16
"1226","Grimgerde","1/100","No-Grade","Iron-Blooded Orphans",7041.03,471,23.69
"1159","Graze","1/100","No-Grade","Iron-Blooded Orphans",7058.69,485,28.43
"1132","Gundam AGE-1 Normal","1/100","Master Grade","MG Gundam AGE",7063.74,561,33.16
"1154","RX-78-2 Gundam","1/100","Master Grade","MG Gundam",7068,561,30.32
"1157","GN-006 Cherudim Gundam Designers Color Ver.","1/100","No-Grade","Gundam",7068,510,28.43
"1158","GN-007 Arios Gundam Designers Color Ver.","1/100","No-Grade","Gundam",7068,508,28.43
"128","MSN-001X Gundam Delta Kai","1/144","High Grade","UC",7098.89,531,24.64
"1254","Chaos Gundam","1/100","No-Grade","SEED Destiny",7098.89,515,21.79
"1284","Z Gundam","1/100","No-Grade","Z Gundam",7101.92,534,15.79
"1262","Launcher Strike Gundam","1/100","No-Grade","Gundam SEED",7121.71,500,20.85
"105","PMX-000 Messala","1/144","High Grade","UC",7126.25,573,28.43
"111","Nu Gundam","1/144","High Grade","UC",7130,542,26.53
"112","YAMS-132 Rozen Zulu","1/144","High Grade","UC",7130,518,26.53
"1059","MSN-100 Hyaku Shiki","1/100","Master Grade","MG Z Gundam",7130,812,42.64
"1086","XXXG-01W Wing Gundam","1/100","Master Grade","MG Gundam W",7130,591,37.9
"113","G-Armor","1/144","High Grade","UC",7161,522,26.53
"1142","Gundam GP04 Gerbera","1/100","Reborn","Reborn-One Hundred",7161.71,592,33.16
"1246","Gundam Astray Mirage Frame Second Issue","1/100","No-Grade","SEED Destiny",7184.74,523,23.69
"1276","ZZ Gundam","1/100","No-Grade","Gundam ZZ",7190.58,570,17.37
"1113","GM Sniper II","1/100","Master Grade","MG Other Gundam",7201.3,595,36.01
"1210","Nebra Blitz Gundam","1/100","No-Grade","SEED Destiny",7220.3,582,26.53
"1143","Gundam Mk-III","1/100","Reborn","Reborn-One Hundred",7224.53,547,33.16
"80","MSN-06S Sinanju","1/144","Real Grade","Real Grade (RG)",7247.76,655,36.01
"114","Rozen Zulu","1/144","High Grade","UC",7247.76,537,26.53
"1112","GX-9900 Gundam X","1/100","Master Grade","MG Gundam X",7247.76,573,36.01
"1188","RX-79","1/100","Master Grade","MG Other Gundam",7283.64,656,28.43
"1160","Schwalbe Graze","1/100","No-Grade","Iron-Blooded Orphans",7415.02,510,28.43
"86","Full Armor Unicorn Gundam","1/144","High Grade","UC",8060,708,32.22
"1219","Destiny Gundam","1/100","No-Grade","SEED Destiny",8060,525,24.64
"1220","Infinite Justice Gundam","1/100","No-Grade","SEED Destiny",8060,565,24.64
"1266","Strike Freedom Gundam","1/100","No-Grade","SEED Destiny",8060,541,20.53
"154","MSN-10 Zock","1/144","High Grade","UC",8184,552,23.69
"1101","Guncannon Detector","1/100","Reborn","Reborn-One Hundred",8184,615,37.9
"1122","MS-06S Char`s Zaku II Ver.2.0","1/100","Master Grade","MG Gundam",8184,735,33.16
"1147","GN-001/hs-A01 Gundam Avalanche Exia","1/100","No-Grade","Gundam",8184,649,30.32
"1161","Gundam Barbatos 6th Form","1/100","No-Grade","Iron-Blooded Orphans",8184,673,28.43
"1133","Gundam AGE-1 Titus","1/100","Master Grade","MG Gundam AGE",8188.94,566,33.16
"90","Full Armor Unicorn Gundam","1/144","High Grade","UC",8246,665,30.32
"1039","GNT-0000 00 QAN[T]","1/100","Master Grade","MG Gundam",8246,700,42.64
"1123","MS-06F ZakuII Ver.2.0","1/100","Master Grade","MG Gundam",8246,647,33.16
"1045","MSN-001A1 Delta Plus","1/100","Master Grade","MG Gundam UC",8263.36,685,42.64
"1144","Efreet Custom","1/100","Reborn","Reborn-One Hundred",8287.23,620,33.16
"1162","Graze Custom","1/100","No-Grade","Iron-Blooded Orphans",8292.5,636,28.43
"1116","Gundam Astray Goldframe Amatsu","1/100","No-Grade","SEED Destiny",8308,615,36.01
"1057","V2 Gundam Ver.Ka","1/100","Master Grade","MG V Gundam",8328.46,645,42.64
"1058","*w/Premium Decal V2 Gundam Ver.Ka","1/100","Master Grade","MG V Gundam",8328.46,645,42.64
"1065","Gundam AGE-2 Dark Hound","1/100","Master Grade","MG Gundam AGE",8328.46,643,39.8
"1087","GM Sniper Custom","1/100","Master Grade","MG MSV",8340.7,711,37.9
"57","Sazabi Metallic Coating Ver.","1/144","High Grade","UC",8370,562,52.11
"957","RX-78-2 Gundam Ver.2.0 Titanium Finish","1/100","Master Grade","MG Gundam",8370,719,75.8
"1072","RX-78-3 G-3 Gundam Ver.2.0","1/100","Master Grade","MG MSV",8370,667,39.8
"1110","OZ-00MS Tallgeese I","1/100","Master Grade","MG Gundam W",8370,638,36.01
"1166","Gundam Vidar","1/100","No-Grade","Iron-Blooded Orphans Full Mechanics",8370,578,28.43
"1148","Gundam Barbatos Lupus Rex","1/100","No-Grade","Iron-Blooded Orphans Full Mechanics",8374.61,631,30.32
"1149","Gundam Bael","1/100","No-Grade","Iron-Blooded Orphans Full Mechanics",8374.61,614,30.32
"76","Mobile Armor Hashmal","1/144","High Grade","Iron-Blooded Orphans",8412.69,605,36.01
"1047","Gundam Double X","1/100","Master Grade","MG Gundam X",8445.22,721,42.64
"1066","Gundam AGE-2 Normal","1/100","Master Grade","MG Gundam AGE",8466.12,638,39.8
"1064","RX-78-2 Gundam Ver.2.0","1/100","Master Grade","MG Gundam",8472.28,806,39.8
"1102","MS-07B Gouf Ver.2.0","1/100","Master Grade","MG Gundam",8494,731,36.01
"1085","RGM-96X Jesta","1/100","Master Grade","MG Gundam UC",8508.24,668,37.9
"1145","AMX-107 Bawoo","1/100","Reborn","Reborn-One Hundred",8508.24,611,33.16
"1165","Gundam Barbatos Lupus","1/100","No-Grade","Iron-Blooded Orphans Full Mechanics",8508.24,620,28.43
"1082","GAT-X207 Blitz Gundam","1/100","Master Grade","MG Gundam SEED",8539.44,645,37.9
"1114","WD-M01 Turn A Gundam","1/100","Master Grade","MG Other Gundam",8552.41,623,36.01
"55","Gunperry","1/144","EX","EX Model",8556,736,61.59
"1083","GAT-X103 Buster Gundam","1/100","Master Grade","MG Gundam SEED",8561.28,650,37.9
"1119","GNX-603T GN-X","1/100","Master Grade","MG Gundam",8577.77,682,34.11
"1146","Dijeh","1/100","Reborn","Reborn-One Hundred",8634.6,613,33.16
"1138","RGM-79","1/100","Master Grade","MG Other Gundam",8813.61,735,33.16
"1135","XXXG-01W Wing Gundam Ver.Ka","1/100","Master Grade","MG Gundam W",8844.22,735,33.16
"1192","Zaku Worrier Blaze/Gunner","1/100","No-Grade","SEED Destiny",8864.16,670,28.43
"1118","YMS-15 Gyan","1/100","Master Grade","MG Gundam",8872.66,735,34.11
"1111","XXXG-00W0 Wing Gundam Zero Custom","1/100","Master Grade","MG Gundam W",9504,805,36.01
"58","Full Armor Unicorn Gundam","1/144","Real Grade","Real Grade (RG)",9672,720,51.17
"64","*Primary Production Sazabi","1/144","Real Grade","Real Grade (RG)",9672,830,42.64
"65","*Secondary Production Sazabi","1/144","Real Grade","Real Grade (RG)",9672,830,42.64
"1075","Jegan","1/100","Master Grade","MG Char`s Counter Attack",9672,738,37.9
"1150","Gundam Barbatos Lupus Rex w/Initial Release Bonus Item","1/100","No-Grade","Iron-Blooded Orphans Full Mechanics",9754.15,788,30.32
"1169","MSM-07S Char`s Z`Gok","1/100","Master Grade","MG Gundam",9820.8,612,28.43
"1151","Gundam Bael w/Initial Release Bonus Item","1/100","No-Grade","Iron-Blooded Orphans Full Mechanics",9897.06,778,30.32
"1189","MSZ-006C1 Zeta Plus C1","1/100","Master Grade","MG Other Gundam",9982.5,800,28.43
"983","Akatsuki Gundam","1/100","No-Grade","SEED Destiny",9990.06,846,61.59
"1170","MS-14S Gelgoog","1/100","Master Grade","MG Gundam",9992.66,678,28.43
"941","High-Resolution Model Gundam Barbatos","1/100","High Resolution","High-Resolution Model",10028.93,826,151.61
"980","GN-001 Gundam Exia Ignition Mode","1/100","Master Grade","MG Gundam",10040.9,767,61.59
"1091","RMS-108 Marasai","1/100","Master Grade","MG Z Gundam",10067.07,762,37.9
"1032","RGZ-95 ReZEL","1/100","Master Grade","MG Gundam UC",10086.16,814,45.48
"1046","Gundam Deathscythe-Hell EW Ver.","1/100","Master Grade","MG Gundam W",10086.16,752,42.64
"1163","Gundam Kimaris","1/100","No-Grade","Iron-Blooded Orphans",10099.44,750,28.43
"1068","GAT-X102 Duel Gundam Assault Shroud","1/100","Master Grade","MG Gundam SEED",10151.23,783,39.8
"1088","Gundam F91 Ver.2.0","1/100","Master Grade","MG Other Gundam",10155.6,743,37.9
"1002","GN-0000 + GNR-010 00RAISER","1/100","No-Grade","Gundam",10209.75,827,47.38
"1164","Gundam Kimaris Trooper","1/100","No-Grade","Iron-Blooded Orphans",10209.75,758,28.43
"979","Hyaku Shiki Ver.2.0","1/100","Master Grade","MG Z Gundam",10273.54,729,64.43
"998","GN-0000/7S 00 Gundam Seven Sword/G","1/100","Master Grade","MG Gundam",10273.54,881,52.11
"1033","OZ-13MS Gundam Epyon","1/100","Master Grade","MG Gundam W",10306.46,861,45.48
"1034","Wing Gundam Proto Zero EW","1/100","Master Grade","MG Gundam W",10306.46,730,45.48
"993","GN-001 Gundam Exia Trans-AM Mode","1/100","Master Grade","MG Gundam",10359.05,696,54.96
"1036","RX-78-2 Gundam Ver.3.0","1/100","Master Grade","MG Gundam",10395.84,788,42.64
"1056","RX-78-02 Gundam","1/100","Master Grade","MG The Origin",10395.84,725,42.64
"997","RX-78-02 Gundam","1/100","Master Grade","MG The Origin",10455.77,765,53.06
"1026","GAT-X303 Aegis Gundam","1/100","Master Grade","MG Gundam SEED",10522.58,791,45.48
"1005","Build Gundam Mk-II","1/100","Master Grade","MG Build Fighters",11001.9,915,47.38
"1017","FA-78-1 Full Armor Gundam","1/100","Master Grade","MG MSV",11001.9,843,47.38
"1063","Build Strike Gundam Full Package","1/100","Master Grade","MG Build Fighters",11001.9,916,39.8
"994","V-Dash Gundam Ver.Ka","1/100","Master Grade","MG V Gundam",11243.7,958,54.96
"1000","RX-0 Unicorn Gundam 02 Banshee","1/100","Master Grade","MG Gundam UC",11243.7,935,52.11
"1013","RX-0 Unicorn Gundam 02 Banshee Ver.Ka","1/100","Master Grade","MG Gundam UC",11243.7,941,47.38
"1014","RGZ-95C ReZEL Commander","1/100","Master Grade","MG Gundam UC",11243.7,895,47.38
"1062","GN-008 Seravee Gundam Designers Color Ver.","1/100","No-Grade","Gundam",11366.74,839,39.8
"60","Gundam Barbatos & Long Distance Transport Booster Kutan San Model","1/144","High Grade","Iron-Blooded Orphans",11401.26,837,47.38
"1040","Freedom Gundam Ver.2.0","1/100","Master Grade","MG Gundam SEED",11401.26,1001,42.64
"996","G Fighter [For Gundam Ver. 2.0 Operation V Model]","1/100","Master Grade","MG Gundam",11422.88,976,53.06
"1041","GAT-X105E Strike E+IWSP Lukas O`Donnell Custom","1/100","Master Grade","MG Gundam SEED",11430.49,955,42.64
"54","YMT-05 Hildolfr","1/144","EX","EX Model",11474.58,799,64.43
"999","00 QAN[T] Full Saber","1/100","Master Grade","MG Gundam",11485.5,880,52.11
"1006","Gundam Exia Dark Matter","1/100","Master Grade","MG Build Fighters",11485.5,1001,47.38
"1009","Gundam Astray Red Frame Kai","1/100","Master Grade","MG Gundam SEED",11485.5,911,47.38
"1027","Gundam Astray Blue Frame Second Revise","1/100","Master Grade","MG Gundam SEED",11485.5,849,45.48
"1055","XM-X1 Crossbone Gundam X1 Full Cloth","1/100","Master Grade","MG Other Gundam",11485.5,840,42.64
"1073","GN-004 Gundam Virtue","1/100","No-Grade","Gundam",11485.5,842,37.9
"1117","GN-008 Seravee Gundam","1/100","No-Grade","Gundam",11485.5,834,34.11
"1022","Gundam Amazing Red Warrior","1/100","Master Grade","MG Build Fighters",11496.58,828,45.48
"1010","ZGMF-X19A Infinite Justice Gundam","1/100","Master Grade","MG Gundam SEED",11514.95,853,47.38
"1028","ZGMF-X42S Destiny Gundam","1/100","Master Grade","MG Gundam SEED",11514.95,812,45.48
"1042","ZGMF-X56S Force Impulse Gundam","1/100","Master Grade","MG Gundam SEED",11514.95,852,42.64
"1092","RX-178 Gundam Mk-II Ver.2.0 A.E.U.G. Ver.","1/100","Master Grade","MG Z Gundam",11522.55,806,37.9
"1069","MBF-02+EW454F Strike Rouge Otori Equipment Ver.RM","1/100","Master Grade","MG Gundam SEED",11552.1,883,39.8
"68","Gryphios War set","1/144","High Grade","UC",11581.64,864,39.8
"1023","Gundam Fenice Rinascita","1/100","Master Grade","MG Build Fighters",11581.64,1001,45.48
"981","GN-0000+GNR-010 00 Raiser","1/100","Master Grade","MG Gundam",11589.24,992,61.59
"1067","Gundam AGE-2 Double Bullet","1/100","Master Grade","MG Gundam AGE",11589.24,833,39.8
"1060","AMX-103 Hamma-Hamma","1/100","Reborn","Reborn-One Hundred",11592.27,926,42.64
"1024","AMS-119 Geara Doga","1/100","Master Grade","MG Char`s Counter Attack",11596.65,904,45.48
"985","Concept-X6-1-2 Turn X","1/100","Master Grade","MG Other Gundam",11618.88,991,56.85
"1048","MS-06R-1A Zaku Ver.2.0 Shin Matsunaga Custom","1/100","Master Grade","MG MSV",11618.88,850,42.64
"1049","MS-06S Zaku","1/100","Master Grade","MG MSV",11618.88,859,42.64
"1070","GAT-X105 Strike Gundam IWSP","1/100","Master Grade","MG Gundam SEED",11618.88,868,39.8
"1025","RX-75 Guntank","1/100","Master Grade","MG Gundam",11626.39,868,45.48
"944","High-Resolution Model Wing Gundam Zero EW","1/100","High Resolution","High-Resolution Model",11658.62,1132,113.7
"1224","G Falcon Unit Gundam Double X","1/100","No-Grade","Gundam X",11670.28,835,23.69
"1007","Sengoku Astray Gundam","1/100","Master Grade","MG Build Fighters",11678.16,785,47.38
"1050","MS-06K Zaku Cannon","1/100","Master Grade","MG MSV",11681.28,812,42.64
"1120","RMS-099 Rick Dias","1/100","Master Grade","MG Z Gundam",11695.68,930,34.11
"1043","Sword Impulse Gundam","1/100","Master Grade","MG Gundam SEED",11778.82,823,42.64
"986","Musha Gundam Mk-II","1/100","Master Grade","MG Other Gundam",11787.44,816,56.85
"77","Gundam G-Self","1/144","High Grade","Reconguista in G",11808.86,888,36.01
"1093","MSN-00100 Hyaku Shiki + Ballute System","1/100","Master Grade","MG Z Gundam",11931.87,846,37.9
"1071","GAT-X105 Aile Strike Gundam Ver.RM","1/100","Master Grade","MG Gundam SEED",11955.22,957,39.8
"194","ReZEL","1/144","High Grade","UC",11960.42,431,20.85
"976","Full Armor Gundam Ver.Ka","1/100","Master Grade","MG Gundam Thunderbolt",12815.4,1202,66.33
"1029","Gundam Astray Blue Frame D","1/100","Master Grade","MG Gundam SEED",13057.2,892,45.48
"995","Dramatic Combination [MG Freedom Gundam Ver.2.0 & Figure-rise Bust Kira Yamato]","1/100","Master Grade","MG Gundam SEED",13208.83,1061,54.01
"972","ZGMF-X42S Destiny Gundam Extreme Blast Mode","1/100","Master Grade","MG Gundam SEED",13254.51,1023,66.33
"989","*w/Premium Decal MSZ-010 ZZ Gundam Ver.Ka","1/100","Master Grade","MG ZZ Gundam",13284.97,1189,56.85
"990","MSZ-010 ZZ Gundam Ver.Ka","1/100","Master Grade","MG ZZ Gundam",13284.97,1189,56.85
"1061","Gyunei Guss`s Jagd Doga","1/100","Reborn","Reborn-One Hundred",13299,949,42.64
"950","ZGMF-X20A Strike Freedom Gundam Extra Finish Ver.","1/100","Master Grade","MG Gundam SEED",13327.42,998,94.75
"1104","ZGMF-X10A Freedom Gundam","1/100","Master Grade","MG Gundam SEED",13327.42,879,36.01
"66","NZ-666 Kshatriya","1/144","High Grade","UC",13333.1,878,42.64
"1077","MSM-04 Acguy","1/100","Master Grade","MG Gundam",13367.2,990,37.9
"1030","Justice Gundam","1/100","Master Grade","MG Gundam SEED",13410.32,1013,45.48
"945","Unicorn Gundam","1/100","Master Grade","MG Gundam UC",13496.56,1052,113.7
"967","*w/Premium Decal RX-93 Nu Gundam Ver.Ka","1/100","Master Grade","MG Char`s Counter Attack",13496.56,1163,66.33
"968","RX-93 Nu Gundam Ver.Ka","1/100","Master Grade","MG Char`s Counter Attack",13496.56,1163,66.33
"30","La-Vie-En Rose","1/1700","EX","EX Model",13522.08,1010,61.59
"946","RX-0 Unicorn Gundam 02 Banshee Titanium Finish Ver.","1/100","Master Grade","MG Gundam UC",13530.99,1007,113.7
"1051","MS-09R-S Char`s Rick Dom","1/100","Master Grade","MG MSV",13530.99,976,42.64
"1124","MSM-03 Gogg","1/100","Master Grade","MG Gundam",13556.4,921,33.16
"1078","MS-09 Dom","1/100","Master Grade","MG Gundam",13599.85,860,37.9
"1094","AMX-004 Qubeley","1/100","Master Grade","MG Z Gundam",13677.84,957,37.9
"1020","MSZ-006 Z Gundam Ver.2.0","1/100","Master Grade","MG Z Gundam",13686.75,1085,47.38
"1011","Providence Gundam","1/100","Master Grade","MG Gundam SEED",13697.62,986,47.38
"1031","ZGMF-X20A Strike Freedom Gundam","1/100","Master Grade","MG Gundam SEED",13970.76,923,45.48
"942","RX-93 Nu Gundam Ver.Ka Titanium Finish","1/100","Master Grade","MG Char`s Counter Attack",14508,1240,151.61
"973","Providence Gundam G.U.N.D.A.M Edition","1/100","Master Grade","MG Gundam SEED",14545.2,1091,66.33
"965","MSN-06S Sinanju","1/100","Master Grade","MG Gundam UC",14870.7,1168,71.07
"1037","MS-14A Gelgoog Ver.2.0","1/100","Master Grade","MG Gundam",15053.11,967,42.64
"1038","MS-14S Char`s Gelgoog Ver. 2.0","1/100","Master Grade","MG Gundam",15053.11,951,42.64
"977","Premium Decal MSN-06S Sinanju Ver.Ka","1/100","Master Grade","MG Gundam UC",15091.61,1161,66.33
"987","MSA-0011 S Gundam","1/100","Master Grade","MG Other Gundam",15301.85,1204,56.85
"962","Shin Musha Gundam `Sengoku no Jin`","1/100","Master Grade","MG Other Gundam",15337,1163,75.8
"978","MSN-06S Sinanju Stein Ver.Ka","1/100","Master Grade","MG Gundam UC",15376.13,1080,66.33
"1008","RX-93 Nu Gundam","1/100","Master Grade","MG Char`s Counter Attack",15405,931,47.38
"63","MRX-009 Psycho Gundam","1/144","High Grade","UC",15514.88,1083,47.38
"947","Unicorn Gundam 03 Phenex","1/100","Master Grade","MG Gundam UC",15899.52,1142,113.7
"974","Providence Gundam G.U.N.D.A.M Premium Edition","1/100","Master Grade","MG Gundam SEED",16144.13,1093,66.33
"969","Hi-Nu Gundam Ver.Ka","1/100","Master Grade","MG Char`s Counter Attack",16926,1300,66.33
"970","*w/Premium Decal Hi-Nu Gundam Ver.Ka","1/100","Master Grade","MG Char`s Counter Attack",16926,1300,66.33
"1004","Gundam Gusion/Gundam Gusion Rebake","1/100","No-Grade","Iron-Blooded Orphans",17433.91,1159,47.38
"56","Kshatriya Repaired","1/144","High Grade","UC",17530.5,1055,61.59
"991","FA-010S Full Armor ZZ Gundam","1/100","Master Grade","MG ZZ Gundam",17530.5,1427,56.85
"971","RX-93-2 Hi-v Gundam","1/100","Master Grade","MG Char`s Counter Attack",17591.87,1187,66.33
"982","RGZ-95C ReZEL Type-C","1/100","Master Grade","MG Gundam UC",17734.08,1288,61.59
"975","ZGMF-X20A Strike Freedom Gundam Full Burst Mode","1/100","Master Grade","MG Gundam SEED",17974.3,1254,66.33
"959","RX-0 Full Armor Unicorn Gundam Ver.Ka","1/100","Master Grade","MG Gundam UC",19091.36,1673,75.8
"960","*w/Premium Decal RX-0 Full Armor Unicorn Gundam Ver.Ka","1/100","Master Grade","MG Gundam UC",19091.36,1673,75.8
"15","W-Gundam Zero Custom","1/60","Perfect Grade","Perfect Grade (PG)",22112.38,2002,142.13
"20","MS-06F Zaku II","1/60","Perfect Grade","Perfect Grade (PG)",22112.38,1639,113.7
"21","MS-06S Char`s Zaku II","1/60","Perfect Grade","Perfect Grade (PG)",22112.38,1650,113.7
"952","G Armor Real Type Color","1/100","Master Grade","MG Gundam",22278.4,1619,92.86
"22","RX-78-2 Gundam","1/60","Perfect Grade","Perfect Grade (PG)",22336.5,1745,113.7
"963","MSA-0011","1/100","Master Grade","MG Other Gundam",22362.48,1803,75.8
"26","Mega Size Model Gundam AGE-1 Normal","1/48","Mega Size","Mega Size Model AGE",22455.64,1576,80.54
"966","Unicorn Gundam HD Color +MS CAGE","1/100","Master Grade","MG Gundam UC",22455.64,1409,71.07
"18","Strike Gundam","1/60","Perfect Grade","Perfect Grade (PG)",22525.37,1711,132.65
"956","MSN-04 Sazabi","1/100","Master Grade","MG Char`s Counter Attack",22907.16,1323,75.8
"953","*w/Premium Decal MSN-04 Sazabi Ver.Ka","1/100","Master Grade","MG Char`s Counter Attack",26461.5,1643,85.28
"954","MSN-04 Sazabi Ver.Ka","1/100","Master Grade","MG Char`s Counter Attack",26461.5,1643,85.28
"949","PMX-003 THE-O","1/100","Master Grade","MG Z Gundam",26583.04,1756,113.7
"16","RX-178 Gundam Mk-II Titans Color","1/60","Perfect Grade","Perfect Grade (PG)",26845,2160,142.13
"2","XXXG-00W0 W-Gundam Zero Custom Special Ver.","1/60","Perfect Grade","Perfect Grade (PG)",26998.4,2300,284.26
"25","Mega Size Model Gundam AGE-2 Normal","1/48","Mega Size","Mega Size Model AGE",26998.4,1979,83.38
"53","Meteor Unit + Freedom Gundam","1/144","High Grade","Gundam SEED",27075,1760,75.8
"28","Mega Size Model Zaku II","1/48","Mega Size","Mega Size Model",27724.8,1872,73.91
"29","Mega Size Model Char`s Zaku","1/48","Mega Size","Mega Size Model",27797.76,1789,73.91
"955","High Mobility Type Zaku II `Psycho Zaku` Ver.Ka","1/100","Master Grade","MG Gundam Thunderbolt",27944.06,1951,85.28
"964","MSN-04II Nightingale","1/100","Reborn","Reborn-One Hundred",30040.53,1808,75.8
"12","Strike Rouge + Sky Grasper","1/60","Perfect Grade","Perfect Grade (PG)",33666.74,2950,180.03
"13","Gundam Astray Red Frame","1/60","Perfect Grade","Perfect Grade (PG)",33874.57,2560,170.56
"8","MSZ-006 Zeta Gundam","1/60","Perfect Grade","Perfect Grade (PG)",34298.64,3280,189.51
"1","Gundam Exia","1/60","Perfect Grade","Perfect Grade (PG)",40828,3220,303.21
"14","Gundam Exia","1/60","Perfect Grade","Perfect Grade (PG)",40828,3000,170.56
"3","Strike Freedom Gundam","1/60","Perfect Grade","Perfect Grade (PG)",41174,3360,236.88
"940","PLAN303E Deep Striker","1/100","Master Grade","MG Other Gundam",41300,2800,189.51
"9","RX-0 Unicorn Gundam","1/60","Perfect Grade","Perfect Grade (PG)",41821.33,3380,189.51
"951","MSN-02 Perfect Zeong","1/100","Master Grade","MG MSV",42624,2560,94.75
"4","00 Raiser","1/60","Perfect Grade","Perfect Grade (PG)",48510,4380,236.88
"5","RX-0 [N] Unicorn Gundam 02 Banshee Norn","1/60","Perfect Grade","Perfect Grade (PG)",48544,3600,208.46
"10","RX-78 GP01/Fb Gundam GP01","1/60","Perfect Grade","Perfect Grade (PG)",64905.84,4860,189.51
"51","RX-78 GP03 Gundam GP03 Dendrobium","1/144","High Grade","UC",82859.76,7320,265.31
"52","Neo Zeong","1/144","High Grade","UC",129941.5,9720,236.88
"6","MS-06F Zaku II 30th Anniversary Model Extra Finish Ver.","1/60","Perfect Grade","Perfect Grade (PG)",34298.64,1527,208.46
